descripcion,categoria_slug,idioma,comercio
PURCHASE EBAY,compras,en,eBay
CARTAO Spotify Brasil,entretenimiento,pt,Spotify Brasil
TED Spotify Brasil,entretenimiento,pt,Spotify Brasil
PAGAMENTO IPVA Detran,finanzas,pt,IPVA Detran
Material Escolar PORTO ALEGRE,educacion,pt,Material Escolar
ETN Turistar TIJUANA,transporte,es,ETN Turistar
COMPRA CARTAO SEGURO AUTO PORTO SEGURO,finanzas,pt,Seguro Auto Porto Seguro
CARTAO Condominio Edificio Aurora,vivienda,pt,Condominio Edificio Aurora
Dish Mexico MONTERREY,servicios,es,Dish Mexico
REEMBOLSO DE DESPESAS *DXORR,ingresos,pt,Reembolso de Despesas
XBOX LIVE US,entretenimiento,en,Xbox Live
Online Purchase DENVER,compras,en,Online Purchase
Income NEW YORK,ingresos,en,Income
Compra en Linea GUADALAJARA,compras,es,Compra en Linea
TARIFA BANCARIA ITAU,finanzas,pt,Tarifa Bancaria Itau
PURCHASE CVS Pharmacy,salud,en,CVS Pharmacy
CARD GREYHOUND,transporte,en,Greyhound
Abarrotes TIJUANA,alimentacion,es,Abarrotes
Contas da Casa SAO PAULO,servicios,pt,Contas da Casa
PAYMENT Property Tax,vivienda,en,Property Tax
Ingreso MONTERREY,ingresos,es,Ingreso
RECURRING PANERA BREAD,alimentacion,en,Panera Bread
POS Unidentified Charge,otros,en,Unidentified Charge
TARJ DiDi,transporte,es,DiDi
Seguro Medico GNP MERIDA,salud,es,Seguro Medico GNP
COMPRA TDC AEROMEXICO,transporte,es,Aeromexico
Olive Garden,alimentacion,en,Olive Garden
CINE,entretenimiento,es,Cine
Online Purchase,compras,en,Online Purchase
Matricula BELO HORIZONTE,educacion,pt,Matricula
DOM HOSPITAL ANGELES,salud,es,Hospital Angeles
Nuinvest Aporte,ahorro_inversion,pt,Nuinvest Aporte
Veterinary Clinic DENVER,otros,en,Veterinary Clinic
TARJ Agua y Saneamiento SACMEX,servicios,es,Agua y Saneamiento SACMEX
Padaria,alimentacion,pt,Padaria
CARTAO CONTA DE GAS,servicios,pt,Conta de Gas
General Hospital,salud,en,General Hospital
Certificate of Deposit HOUSTON,ahorro_inversion,en,Certificate of Deposit
RENT,vivienda,en,Rent
HAIR SALON #1203,otros,en,Hair Salon
CARTAO Onibus Viacao Cometa,transporte,pt,Onibus Viacao Cometa
TED PONTO FRIO,compras,pt,Ponto Frio
IZZI TELECOM QUERETARO,servicios,es,Izzi Telecom
PURCHASE Annual Card Fee,finanzas,en,Annual Card Fee
Estacionamento Estapar #1136,transporte,pt,Estacionamento Estapar
Hipoteca GUADALAJARA,vivienda,es,Hipoteca
Dining DENVER,alimentacion,en,Dining
TARJ COURSERA CURSOS,educacion,es,Coursera Cursos
PAGO SERVICIO Toks,alimentacion,es,Toks
Salario CURITIBA,ingresos,pt,Salario
DOM NATURGY GAS,servicios,es,Naturgy Gas
Pago de Alquiler TIJUANA,vivienda,es,Pago de Alquiler
HOA Fees #5503,vivienda,en,HOA Fees
Adidas Mexico SUC 5306,compras,es,Adidas Mexico
CALZADO,compras,es,Calzado
EXTRA *520RN6H,alimentacion,pt,Extra
PHONE BILL,servicios,en,Phone Bill
FCIA GUADALAJARA MEX,salud,es,FCIA Guadalajara
DEBIT Roth IRA Deposit,ahorro_inversion,en,Roth IRA Deposit
Electronica CDMX,compras,es,Electronica
Elektra *N4Y3PGY,compras,es,Elektra
Outback *0B58ST4P,alimentacion,pt,Outback
PEMEX MEX,transporte,es,Pemex
DROGA RAIA PORTO ALEGRE,salud,pt,Droga Raia
RECURRING Notary Fee,otros,en,Notary Fee
CARD DELTA AIR LINES,transporte,en,Delta Air Lines
OPTICA DEVLYN,salud,es,Optica Devlyn
TRANSFERENCIA RECIBIDA TIJUANA,ingresos,es,Transferencia Recibida
DEBIT University Tuition,educacion,en,University Tuition
Droga Raia,salud,pt,Droga Raia
TED RECEBIDA BR,ingresos,pt,TED Recebida
FARMACIAS DEL AHORRO,salud,es,Farmacias del Ahorro
Ticketmaster Event,entretenimiento,en,Ticketmaster Event
COMPRA UNIMED PLANO DE SAUDE,salud,pt,Unimed Plano de Saude
TARJ FARM Similares,salud,es,FARM Similares
Carrefour BR,alimentacion,pt,Carrefour
STEAM JUEGOS MERIDA,entretenimiento,es,Steam Juegos
COMBUSTIVEL,transporte,pt,Combustivel
Lanchonete,alimentacion,pt,Lanchonete
LabCorp,salud,en,LabCorp
Plano de Saude,salud,pt,Plano de Saude
PIX CONECTCAR,transporte,pt,ConectCar
DEBITO AUTOMATICO GIRAFFAS,alimentacion,pt,Giraffas
PAGO SERVICIO PALACIO DE HIERRO,compras,es,Palacio de Hierro
Autobuses ADO,transporte,es,Autobuses ADO
DONATIVO CRUZ ROJA QUERETARO,otros,es,Donativo Cruz Roja
PIX Drogasil,salud,pt,Drogasil
INTERNET,servicios,es,Internet
Amazon US,compras,en,Amazon
BIG BOMPRECO BR,alimentacion,pt,Big Bompreco
Salon de Belleza Glamour MERIDA,otros,es,Salon de Belleza Glamour
Disney Plus US NEW YORK,entretenimiento,en,Disney Plus US
ENROLLMENT,educacion,en,Enrollment
CUOTA MANTENIMIENTO CONDOMINIO SUC 8431,vivienda,es,Cuota Mantenimiento Condominio
PAGAMENTO ALUGUEL APARTAMENTO,vivienda,pt,Aluguel Apartamento
PAGO SERVICIO Starbucks,alimentacion,es,Starbucks
Dunkin Donuts #4873,alimentacion,en,Dunkin Donuts
PAGAMENTO DE ALUGUEL,vivienda,pt,Pagamento de Aluguel
Ingresso.com Show,entretenimiento,pt,Ingresso.com Show
Restaurante,alimentacion,es,Restaurante
Pago de Alquiler,vivienda,es,Pago de Alquiler
MOBIL SUC 8143,transporte,es,Mobil
COMPRA TDC Rappi,alimentacion,es,Rappi
CARD Veterinary Clinic,otros,en,Veterinary Clinic
PAGO Clinica Medica Sur,salud,es,Clinica Medica Sur
CFE Electricidad MEX,servicios,es,CFE Electricidad
Khan Academy Donation US,educacion,en,Khan Academy Donation
iFood,alimentacion,pt,iFood
FIDELITY BROKERAGE,ahorro_inversion,en,Fidelity Brokerage
Electricity NEW YORK,servicios,en,Electricity
Bank Service Fee #6593,finanzas,en,Bank Service Fee
Rite Aid SEATTLE,salud,en,Rite Aid
DEBITO AUTOMATICO RESTAURANTE FOGO DE CHAO,alimentacion,pt,Restaurante Fogo de Chao
DEBITO AUTOMATICO Magazine Luiza,compras,pt,Magazine Luiza
Despensa,alimentacion,es,Despensa
COMPRA EN Prestamo Personal HSBC,finanzas,es,Prestamo Personal HSBC
PAGO SERVICIO BURGER KING,alimentacion,es,Burger King
Bank Service Fee US,finanzas,en,Bank Service Fee
ELETRONICOS,compras,pt,Eletronicos
DOM UBER,transporte,es,Uber
PURCHASE CHEVRON,transporte,en,Chevron
Alquiler,vivienda,es,Alquiler
CENTAURO ESPORTES BR,compras,pt,Centauro Esportes
COMPRA EN Barberia El Corte,otros,es,Barberia El Corte
PAGO SERVICIO Best Buy Mexico,compras,es,Best Buy Mexico
Luz SAO PAULO,servicios,pt,Luz
T-MOBILE #2215,servicios,en,T-Mobile
PAGAMENTO MATERIAL ESCOLAR,educacion,pt,Material Escolar
ALURA CURSOS,educacion,pt,Alura Cursos
Platzi Suscripcion #4101,educacion,es,Platzi Suscripcion
Transporte,transporte,es,Transporte
PIX Amazon Brasil,compras,pt,Amazon Brasil
TARJ AHORRO PROGRAMADO,ahorro_inversion,es,Ahorro Programado
Rent SEATTLE,vivienda,en,Rent
CARREFOUR *I9D99V,alimentacion,pt,Carrefour
BANK SERVICE FEE *IVW328,finanzas,en,Bank Service Fee
Taxa de Condominio RIO DE JANEIRO,vivienda,pt,Taxa de Condominio
PIX Estacionamento Estapar,transporte,pt,Estacionamento Estapar
TED DROGARIA SAO PAULO,salud,pt,Drogaria Sao Paulo
COMPRA TDC IKEA MEXICO,vivienda,es,Ikea Mexico
Amil Saude *XCEN0T,salud,pt,Amil Saude
COMPRA TDC Tortilleria San Juan,alimentacion,es,Tortilleria San Juan
CLARO NET,servicios,pt,Claro Net
DENTAL CLINIC,salud,en,Dental Clinic
China in Box *8R9RI,alimentacion,pt,China in Box
ATM WITHDRAWAL,otros,en,ATM Withdrawal
COMPRA Restituicao Imposto de Renda,ingresos,pt,Restituicao Imposto de Renda
TARJ Honorarios Profesionales,ingresos,es,Honorarios Profesionales
Misc Expense,otros,en,Misc Expense
UBER EATS CDMX,alimentacion,es,Uber Eats
PIX POSTO BR PETROBRAS,transporte,pt,Posto BR Petrobras
APLICACAO EM CDB,ahorro_inversion,pt,Aplicacao em CDB
Farmacias Similares,salud,es,Farmacias Similares
Pago Hipoteca Infonavit,vivienda,es,Pago Hipoteca Infonavit
TRADER JOES HOUSTON,alimentacion,en,Trader Joes
CLOTHING,compras,en,Clothing
POS Grubhub,alimentacion,en,Grubhub
Internet SEATTLE,servicios,en,Internet
COMPRA TDC GIMNASIO SMART FIT,entretenimiento,es,Gimnasio Smart Fit
TARJ PLATZI SUSCRIPCION,educacion,es,Platzi Suscripcion
Internet,servicios,es,Internet
POS Five Guys,alimentacion,en,Five Guys
Five Guys,alimentacion,en,Five Guys
Bus Fare,transporte,en,Bus Fare
Nao Classificado PORTO ALEGRE,otros,pt,Nao Classificado
DEBIT Overdraft Fee,finanzas,en,Overdraft Fee
Education,educacion,en,Education
Marcenaria Souza,vivienda,pt,Marcenaria Souza
PIX Doacao ONG,otros,pt,Doacao ONG
COMPRA CARTAO Latam Brasil,transporte,pt,Latam Brasil
APPLE STORE,compras,en,Apple Store
Aporte em Fundo,ahorro_inversion,pt,Aporte em Fundo
RETIRO EN CAJERO *Y9PGZD9,otros,es,Retiro en Cajero
SALARIO,ingresos,es,Salario
PURCHASE Transfer to Savings,ahorro_inversion,en,Transfer to Savings
PURCHASE Macys,compras,en,Macys
RECURRING Transfer to Savings,ahorro_inversion,en,Transfer to Savings
INVESTIMENTO,ahorro_inversion,pt,Investimento
COMPRA Seguro Auto Porto Seguro,finanzas,pt,Seguro Auto Porto Seguro
TRANSFERENCIA A AHORRO,ahorro_inversion,es,Transferencia a Ahorro
APORTACION AFORE CDMX,ahorro_inversion,es,Aportacion Afore
COMPRA CARTAO Estacionamento Estapar,transporte,pt,Estacionamento Estapar
TARJ Compra de Dolares,ahorro_inversion,es,Compra de Dolares
TED CASAS BAHIA,compras,pt,Casas Bahia
AHORRO,ahorro_inversion,es,Ahorro
INTERNET SERVICE PROVIDER #1240,servicios,en,Internet Service Provider
FUEL,transporte,en,Fuel
Big Bompreco,alimentacion,pt,Big Bompreco
ACH WEGMANS,alimentacion,en,Wegmans
POS COINBASE PURCHASE,ahorro_inversion,en,Coinbase Purchase
ACH Hair Salon,otros,en,Hair Salon
Certificate of Deposit,ahorro_inversion,en,Certificate of Deposit
Bank Fee HOUSTON,finanzas,en,Bank Fee
COMPRA Fundo de Investimento,ahorro_inversion,pt,Fundo de Investimento
RECURRING Lyft,transporte,en,Lyft
Seguro de Vida MetLife MERIDA,finanzas,es,Seguro de Vida MetLife
CARD RENTAL INCOME,ingresos,en,Rental Income
Gas Encanado SAO PAULO,servicios,pt,Gas Encanado
Deposit Received HOUSTON,ingresos,en,Deposit Received
Dentista PORTO ALEGRE,salud,pt,Dentista
Pasaje Autobus,transporte,es,Pasaje Autobus
TARJ Home Depot Mexico,vivienda,es,Home Depot Mexico
Telefonia RIO DE JANEIRO,servicios,pt,Telefonia
Shell Mexico MEX,transporte,es,Shell Mexico
Home Maintenance,vivienda,en,Home Maintenance
DIDI TIJUANA,transporte,es,DiDi
DEBIT BP FUEL,transporte,en,BP Fuel
ACH Best Buy,compras,en,Best Buy
GRUBHUB,alimentacion,en,Grubhub
Netflix US,entretenimiento,en,Netflix US
PURCHASE PROPERTY TAX,vivienda,en,Property Tax
Fast Shop PORTO ALEGRE,compras,pt,Fast Shop
UBER US US,transporte,en,Uber US
ACH EQUINOX GYM,entretenimiento,en,Equinox Gym
PIX UBER BRASIL,transporte,pt,Uber Brasil
PAGO SERVICIO Taqueria El Paisa,alimentacion,es,Taqueria El Paisa
COMIDA,alimentacion,es,Comida
DOM GASOLINERA TOTAL,transporte,es,Gasolinera Total
PAGO SERVICIO Spotify Premium,entretenimiento,es,Spotify Premium
TRANSPORTE,transporte,es,Transporte
Outros,otros,pt,Outros
Interest Charge,finanzas,en,Interest Charge
COMPRA TDC Beat,transporte,es,Beat
COMPRA Spotify Brasil,entretenimiento,pt,Spotify Brasil
TED CASA DO PAO DE QUEIJO,alimentacion,pt,Casa do Pao de Queijo
DOM Pago SAT Impuestos,finanzas,es,Pago SAT Impuestos
MARISQUERIA LA COSTA SUC 522,alimentacion,es,Marisqueria La Costa
Megacable,servicios,es,Megacable
PAGAMENTO Comgas,servicios,pt,Comgas
RECEITA,ingresos,pt,Receita
Bar La Cerveceria #4860,entretenimiento,es,Bar La Cerveceria
DEBIT Rental Income,ingresos,en,Rental Income
COMPRA TDC Viva Aerobus,transporte,es,Viva Aerobus
PAGO SERVICIO HBO Max,entretenimiento,es,HBO Max
UNCATEGORIZED,otros,en,Uncategorized
Bar La Cerveceria,entretenimiento,es,Bar La Cerveceria
TARJ Pemex,transporte,es,Pemex
DEBITO AUTOMATICO C&A Brasil,compras,pt,C&A Brasil
PAGO SERVICIO HOSPITAL ANGELES,salud,es,Hospital Angeles
Telefonia GUADALAJARA,servicios,es,Telefonia
DEBITO AUTOMATICO Big Bompreco,alimentacion,pt,Big Bompreco
MEDICATION,salud,en,Medication
PONTO FRIO BR,compras,pt,Ponto Frio
COMPRA EN Aportacion Afore,ahorro_inversion,es,Aportacion Afore
TARJ CARGO NO IDENTIFICADO,otros,es,Cargo No Identificado
GIFT,compras,en,Gift
Steam Games PORTO ALEGRE,entretenimiento,pt,Steam Games
Servicios del Hogar,servicios,es,Servicios del Hogar
NAO CLASSIFICADO,otros,pt,Nao Classificado
Oi Telecomunicacoes #3428,servicios,pt,Oi Telecomunicacoes
COMPRA CARTAO SALARIO MENSAL,ingresos,pt,Salario Mensal
Natural Gas,servicios,en,Natural Gas
Restaurante El Farolito *8H3XQY,alimentacion,es,Restaurante El Farolito
DOM KUSPIT INVERSIONES,ahorro_inversion,es,Kuspit Inversiones
Gasto Vario,otros,es,Gasto Vario
COMPRA CARTAO GLOBOPLAY,entretenimiento,pt,Globoplay
Pago de Hipoteca,vivienda,es,Pago de Hipoteca
PAGO CONSULTA DENTISTA,salud,es,Consulta Dentista
Farmacia PUEBLA,salud,es,Farmacia
RECURRING Auto Insurance Geico,finanzas,en,Auto Insurance Geico
CETES DIRECTO #5708,ahorro_inversion,es,Cetes Directo
TAG IAVE *L49WWKQ,transporte,es,Tag IAVE
School Supplies,educacion,en,School Supplies
MATERIAL ESCOLAR,educacion,es,Material Escolar
College Bookstore,educacion,en,College Bookstore
CERTIFICATE OF DEPOSIT,ahorro_inversion,en,Certificate of Deposit
PAGO COPPEL,compras,es,Coppel
DOM Telcel,servicios,es,Telcel
PAGO TEMU,compras,es,Temu
Compra de Bitcoin,ahorro_inversion,pt,Compra de Bitcoin
TED GIRAFFAS,alimentacion,pt,Giraffas
ACH CASH ADVANCE,otros,en,Cash Advance
Poupanca BELO HORIZONTE,ahorro_inversion,pt,Poupanca
Comgas #1141,servicios,pt,Comgas
Farmacias Similares MEX,salud,es,Farmacias Similares
Netflix US #841,entretenimiento,en,Netflix US
PAYMENT Lyft,transporte,en,Lyft
PAPELERIA LUMEN #1665,educacion,es,Papeleria Lumen
PlayStation Store CDMX,entretenimiento,es,PlayStation Store
Albertsons HOUSTON,alimentacion,en,Albertsons
Shopping,compras,en,Shopping
Ahorro,ahorro_inversion,es,Ahorro
CURSO DE INGLES HARMON HALL MEX,educacion,es,Curso de Ingles Harmon Hall
PAGAMENTO CHINA IN BOX,alimentacion,pt,China in Box
DINING,alimentacion,en,Dining
Colegiatura,educacion,es,Colegiatura
Loan Interest Payment,finanzas,en,Loan Interest Payment
CHEDRAUI,alimentacion,es,Chedraui
Investimento XP #2678,ahorro_inversion,pt,Investimento XP
YouTube Premium *UAVN,entretenimiento,es,YouTube Premium
COMPRA TDC SEARS MEXICO,compras,es,Sears Mexico
DEBITO AUTOMATICO CINEMARK BRASIL,entretenimiento,pt,Cinemark Brasil
DEBIT DOORDASH,alimentacion,en,DoorDash
RESTITUICAO IMPOSTO DE RENDA #2086,ingresos,pt,Restituicao Imposto de Renda
ACADEMIA SMART FIT *RYTFDR,entretenimiento,pt,Academia Smart Fit
AT&T Internet *N4JP,servicios,en,AT&T Internet
SENDAS #7037,alimentacion,pt,Sendas
Anualidad de Tarjeta PUEBLA,finanzas,es,Anualidad de Tarjeta
COMPRA EN Predial Municipal,finanzas,es,Predial Municipal
Folha de Pagamento,ingresos,pt,Folha de Pagamento
C&A BRASIL *CDNSX0K,compras,pt,C&A Brasil
Client Invoice Paid *LPXDRBX,ingresos,en,Client Invoice Paid
Anualidad Tarjeta Santander #6690,finanzas,es,Anualidad Tarjeta Santander
CURSO,educacion,es,Curso
COMPRA EN Tag IAVE,transporte,es,Tag IAVE
PAGO APORTACION AFORE,ahorro_inversion,es,Aportacion Afore
Colegio Particular Cuota,educacion,es,Colegio Particular Cuota
PAGAMENTO Onibus Viacao Cometa,transporte,pt,Onibus Viacao Cometa
PAGAMENTO Metro Sao Paulo,transporte,pt,Metro Sao Paulo
COMPRA TDC Bodega Aurrera,alimentacion,es,Bodega Aurrera
PLANET FITNESS CHICAGO,entretenimiento,en,Planet Fitness
EMERGENCY FUND TRANSFER,ahorro_inversion,en,Emergency Fund Transfer
BINANCE COMPRA QUERETARO,ahorro_inversion,es,Binance Compra
EXXON MOBIL,transporte,en,Exxon Mobil
Debt Payment,finanzas,en,Debt Payment
ATM WITHDRAWAL NEW YORK,otros,en,ATM Withdrawal
ELECTRIC UTILITY BILL HOUSTON,servicios,en,Electric Utility Bill
RECURRING Bonus Payment,ingresos,en,Bonus Payment
DEBITO AUTOMATICO SPOLETO,alimentacion,pt,Spoleto
CHIPOTLE *UBR25OW,alimentacion,en,Chipotle
Kumon Matematicas #2046,educacion,es,Kumon Matematicas
Books,educacion,en,Books
Medicamentos SALVADOR,salud,pt,Medicamentos
Entertainment HOUSTON,entretenimiento,en,Entertainment
ACH IRS Tax Payment,finanzas,en,IRS Tax Payment
MCDONALDS MEX,alimentacion,es,McDonalds
DEBIT College Bookstore,educacion,en,College Bookstore
ACH University Tuition,educacion,en,University Tuition
TARJ LIVERPOOL MUEBLES,vivienda,es,Liverpool Muebles
COMPRAS,compras,es,Compras
Pago de Renta,vivienda,es,Pago de Renta
TED CINEMARK BRASIL,entretenimiento,pt,Cinemark Brasil
Educacion GUADALAJARA,educacion,es,Educacion
Deposito Recebido,ingresos,pt,Deposito Recebido
PIX Descomplica,educacion,pt,Descomplica
Eletronicos CURITIBA,compras,pt,Eletronicos
Video Games,entretenimiento,en,Video Games
COMPRA EN La Comer,alimentacion,es,La Comer
PAYMENT Expense Reimbursement,ingresos,en,Expense Reimbursement
99 Taxi BELO HORIZONTE,transporte,pt,99 Taxi
RENTAL INCOME US,ingresos,en,Rental Income
ACADEMIA,entretenimiento,pt,Academia
ACH Dental Clinic,salud,en,Dental Clinic
JIFFY LUBE #7642,transporte,en,Jiffy Lube
ATM WITHDRAWAL #9393,otros,en,ATM Withdrawal
Health Insurance NEW YORK,salud,en,Health Insurance
PASSAGEM ONIBUS,transporte,pt,Passagem Onibus
DEBITO AUTOMATICO Drogaria Sao Paulo,salud,pt,Drogaria Sao Paulo
Tag IAVE SUC 3487,transporte,es,Tag IAVE
PAGO Telcel,servicios,es,Telcel
POS HEALTH INSURANCE PREMIUM,salud,en,Health Insurance Premium
Renta Recibida de Inquilino,ingresos,es,Renta Recibida de Inquilino
Utilities,servicios,en,Utilities
Public Transit,transporte,en,Public Transit
Compra en Linea,compras,es,Compra en Linea
VOLARIS SUC 5599,transporte,es,Volaris
Material Escolar TIJUANA,educacion,es,Material Escolar
BRT Rio *9146,transporte,pt,BRT Rio
Seguro,finanzas,es,Seguro
LIVERPOOL TIJUANA,compras,es,Liverpool
NOTARY FEE SEATTLE,otros,en,Notary Fee
CONTA DE LUZ ENEL,servicios,pt,Conta de Luz Enel
CURSO DE INGLES WIZARD,educacion,pt,Curso de Ingles Wizard
HBO MAX US,entretenimiento,en,HBO Max US
Payroll Deposit US,ingresos,en,Payroll Deposit
Xbox Live,entretenimiento,en,Xbox Live
DOM Mercado Libre,compras,es,Mercado Libre
MATRICULA,educacion,es,Matricula
SIN CLASIFICAR,otros,es,Sin Clasificar
FINANCIAMENTO DA CASA,vivienda,pt,Financiamento da Casa
Alura Cursos #6694,educacion,pt,Alura Cursos
COMPRA CLARO NET,servicios,pt,Claro Net
IPVA Detran,finanzas,pt,IPVA Detran
Gift DENVER,compras,en,Gift
TARJ Bodega Aurrera,alimentacion,es,Bodega Aurrera
UTILITY BILL,servicios,en,Utility Bill
Cabify SUC 9946,transporte,es,Cabify
POS Freelance Payment Received,ingresos,en,Freelance Payment Received
BART DENVER,transporte,en,BART
UDEMY CURSO *1L8RG2,educacion,es,Udemy Curso
Taxa de Condominio,vivienda,pt,Taxa de Condominio
OPTICA DEVLYN #2355,salud,es,Optica Devlyn
CAFETERIA SUPLICY SAO PAULO,alimentacion,pt,Cafeteria Suplicy
Panera Bread,alimentacion,en,Panera Bread
Gasolina TIJUANA,transporte,es,Gasolina
ETN TURISTAR *47WO,transporte,es,ETN Turistar
PAGO SERVICIO SEVEN ELEVEN,alimentacion,es,Seven Eleven
Renta Departamento *1SZJI,vivienda,es,Renta Departamento
GASTO VARIO,otros,es,Gasto Vario
COMPRA EN Ticketmaster Concierto,entretenimiento,es,Ticketmaster Concierto
Walgreens NEW YORK,salud,en,Walgreens
RECURRING Xbox Live,entretenimiento,en,Xbox Live
HULU MIAMI,entretenimiento,en,Hulu
Aguinaldo SUC 439,ingresos,es,Aguinaldo
eBay #5111,compras,en,eBay
Savings,ahorro_inversion,en,Savings
TARJ Pago Hipoteca Infonavit,vivienda,es,Pago Hipoteca Infonavit
Impostos,finanzas,pt,Impostos
Sin Clasificar,otros,es,Sin Clasificar
IMPOSTO DE RENDA RECEITA FEDERAL,finanzas,pt,Imposto de Renda Receita Federal
TED Pet Shop Clinica Veterinaria,otros,pt,Pet Shop Clinica Veterinaria
RECURRING QUEST DIAGNOSTICS,salud,en,Quest Diagnostics
Estacionamiento MERIDA,transporte,es,Estacionamiento
Electricidad MERIDA,servicios,es,Electricidad
PAGO MINIMO BANAMEX,finanzas,es,Pago Minimo Banamex
DOM RAPPI,alimentacion,es,Rappi
Elektra QUERETARO,compras,es,Elektra
KFC,alimentacion,es,KFC
PIX RESTITUICAO IMPOSTO DE RENDA,ingresos,pt,Restituicao Imposto de Renda
Income,ingresos,en,Income
SEVEN ELEVEN MERIDA,alimentacion,es,Seven Eleven
Mercadinho Sao Luiz SALVADOR,alimentacion,pt,Mercadinho Sao Luiz
CASA DO PAO DE QUEIJO *CZ5LS,alimentacion,pt,Casa do Pao de Queijo
ACH Notary Fee,otros,en,Notary Fee
DEBITO AUTOMATICO Comgas,servicios,pt,Comgas
PAGO SERVICIO Izzi Telecom,servicios,es,Izzi Telecom
DESPESA DIVERSA,otros,pt,Despesa Diversa
ALUGUEL RECEBIDO SAO PAULO,ingresos,pt,Aluguel Recebido
CARD MTA Subway,transporte,en,MTA Subway
PAGO SERVICIO Autobuses ADO,transporte,es,Autobuses ADO
DEBT PAYMENT,finanzas,en,Debt Payment
PAGO PAGARE BANCARIO,ahorro_inversion,es,Pagare Bancario
SEARS MEXICO #4376,compras,es,Sears Mexico
MULTA DE TRANSITO,finanzas,es,Multa de Transito
BRT Rio,transporte,pt,BRT Rio
EDUCATION,educacion,en,Education
LANCAMENTO DIVERSO,otros,pt,Lancamento Diverso
TARJ ADIDAS MEXICO,compras,es,Adidas Mexico
HIPOTECA,vivienda,es,Hipoteca
LIVERPOOL MUEBLES SUC 2827,vivienda,es,Liverpool Muebles
Spotify USA #4658,entretenimiento,en,Spotify USA
PIX Material Escolar,educacion,pt,Material Escolar
POUPANCA,ahorro_inversion,pt,Poupanca
DEBIT HOA Fees,vivienda,en,HOA Fees
Bonificacion,ingresos,es,Bonificacion
COMPRA CARTAO Drogasil,salud,pt,Drogasil
Sueldo,ingresos,es,Sueldo
RECURRING Five Guys,alimentacion,en,Five Guys
Liverpool Muebles,vivienda,es,Liverpool Muebles
Telcel PUEBLA,servicios,es,Telcel
LABORATORIO CHOPO,salud,es,Laboratorio Chopo
PAYMENT Uber US,transporte,en,Uber US
Cinemex *CHDTEQ,entretenimiento,es,Cinemex
COMPRA CARTAO Zona Sul,alimentacion,pt,Zona Sul
COSTCO *GD8AFPK0,alimentacion,es,Costco
Lancamento Nao Identificado *Q5BNH9AV,otros,pt,Lancamento Nao Identificado
RECURRING Water Bill,servicios,en,Water Bill
Adidas US LOS ANGELES,compras,en,Adidas US
PAGO Gasolinera Total,transporte,es,Gasolinera Total
HOME MAINTENANCE,vivienda,en,Home Maintenance
LA COMER #4161,alimentacion,es,La Comer
PIX COPEL DISTRIBUICAO,servicios,pt,Copel Distribuicao
Vivo Fibra #9041,servicios,pt,Vivo Fibra
BP GASOLINERA CDMX,transporte,es,BP Gasolinera
Charity Donation,otros,en,Charity Donation
Barber Shop US,otros,en,Barber Shop
Transferencia Recibida #1037,ingresos,es,Transferencia Recibida
CLINICA MEDICA SUR SUC 6047,salud,es,Clinica Medica Sur
DESCOMPLICA,educacion,pt,Descomplica
COMPRA EN Cinepolis,entretenimiento,es,Cinepolis
Dentist,salud,en,Dentist
Soriana MERIDA,alimentacion,es,Soriana
PAGO HEB,alimentacion,es,HEB
POS CHEVRON,transporte,en,Chevron
Despensa PUEBLA,alimentacion,es,Despensa
Farmacias Benavides GUADALAJARA,salud,es,Farmacias Benavides
DOM TRANSFERENCIA A CUENTA DE AHORRO,ahorro_inversion,es,Transferencia a Cuenta de Ahorro
PAGO Nike Store,compras,es,Nike Store
IZZI TELECOM,servicios,es,Izzi Telecom
DEBIT HOME DEPOT,vivienda,en,Home Depot
PAYMENT Barber Shop,otros,en,Barber Shop
Coppel #6231,compras,es,Coppel
COMPRA Posto BR Petrobras,transporte,pt,Posto BR Petrobras
Multa de Transito PUEBLA,finanzas,es,Multa de Transito
MTA SUBWAY,transporte,en,MTA Subway
Taxi,transporte,es,Taxi
Ahorro Programado PUEBLA,ahorro_inversion,es,Ahorro Programado
DOORDASH,alimentacion,en,DoorDash
POS CREDIT CARD PAYMENT,finanzas,en,Credit Card Payment
DEBIT IRS TAX PAYMENT,finanzas,en,IRS Tax Payment
PIX CONDOMINIO EDIFICIO AURORA,vivienda,pt,Condominio Edificio Aurora
COMPRA TDC Steam Juegos,entretenimiento,es,Steam Juegos
DISNEY PLUS *G58G26C,entretenimiento,es,Disney Plus
COMPRA EN RENTA DEPARTAMENTO,vivienda,es,Renta Departamento
Pasaje Autobus MERIDA,transporte,es,Pasaje Autobus
OVERDRAFT FEE HOUSTON,finanzas,en,Overdraft Fee
SUSCRIPCION STREAMING,entretenimiento,es,Suscripcion Streaming
PAGO Didi Food,alimentacion,es,Didi Food
FOOTWEAR,compras,en,Footwear
Spotify Premium *AXXBTT6H,entretenimiento,es,Spotify Premium
Transferencia para Poupanca BELO HORIZONTE,ahorro_inversion,pt,Transferencia para Poupanca
Retiro de Efectivo CDMX,otros,es,Retiro de Efectivo
DOM SALUD DIGNA,salud,es,Salud Digna
POS AMC THEATRES,entretenimiento,en,AMC Theatres
iFood RIO DE JANEIRO,alimentacion,pt,iFood
PAO DE ACUCAR #5851,alimentacion,pt,Pao de Acucar
Regal Cinemas,entretenimiento,en,Regal Cinemas
Electronics,compras,en,Electronics
