tasa_ahorro,ratio_endeudamiento,ratio_gasto_ingreso,ratio_gasto_esencial,ratio_gasto_discrecional,concentracion_gasto,frecuencia_ahorro_num,ratio_recurrente,perfil_slug
-0.039,0.487,1.039,0.695,0.137,0.411,0,0.100,en_riesgo
0.241,0.222,0.759,0.512,0.092,0.691,2,0.389,en_observacion
0.206,0.326,0.794,0.521,0.182,0.296,2,0.354,en_observacion
-0.378,0.381,1.378,0.691,0.483,0.456,0,0.337,en_riesgo
0.191,0.203,0.809,0.384,0.225,0.582,1,0.189,en_observacion
0.020,0.223,0.980,0.511,0.122,0.262,2,0.495,en_observacion
0.044,0.204,0.956,0.765,0.159,0.424,2,0.237,en_observacion
0.399,0.200,0.601,0.422,0.071,0.881,2,0.138,saludable
0.292,0.053,0.708,0.403,0.179,0.455,2,0.118,saludable
0.092,0.303,0.908,0.543,0.208,0.282,2,0.305,en_riesgo
0.021,0.256,0.979,0.688,0.190,0.272,2,0.134,en_riesgo
-0.427,0.564,1.427,0.897,0.383,0.372,1,0.485,en_riesgo
0.307,0.054,0.693,0.552,0.102,0.327,3,0.131,saludable
0.297,0.042,0.703,0.428,0.200,0.431,3,0.513,saludable
-0.132,0.749,1.132,0.522,0.362,0.353,0,0.114,en_riesgo
-0.162,0.643,1.162,0.849,0.169,0.851,0,0.346,en_riesgo
0.413,0.046,0.587,0.289,0.238,0.255,3,0.300,saludable
0.043,0.278,0.957,0.488,0.430,0.540,2,0.040,en_observacion
0.095,0.221,0.905,0.524,0.284,0.513,1,0.373,en_observacion
-0.024,0.584,1.024,0.687,0.298,0.514,0,0.415,en_riesgo
0.518,0.132,0.482,0.325,0.073,0.147,3,0.456,saludable
0.361,0.228,0.639,0.352,0.107,0.592,3,0.200,saludable
-0.026,0.567,1.026,0.578,0.288,0.611,0,0.311,en_riesgo
-0.057,0.429,1.057,0.827,0.124,0.214,1,0.262,en_riesgo
0.062,0.428,0.938,0.663,0.140,0.100,2,0.383,en_riesgo
-0.198,0.783,1.198,0.702,0.465,0.520,0,0.544,en_riesgo
0.058,0.309,0.942,0.427,0.164,0.176,1,0.237,en_riesgo
0.315,0.235,0.685,0.454,0.151,0.570,3,0.180,saludable
-0.261,0.468,1.261,0.974,0.269,0.374,1,0.089,en_riesgo
0.453,0.171,0.547,0.247,0.094,0.294,3,0.337,saludable
-0.444,0.512,1.444,1.035,0.385,0.319,1,0.578,en_riesgo
-0.150,0.643,1.150,0.875,0.248,0.344,0,0.293,en_riesgo
-0.065,0.760,1.065,0.479,0.309,0.450,0,0.123,en_riesgo
0.363,0.156,0.637,0.494,0.085,0.373,3,0.310,saludable
0.247,0.099,0.753,0.530,0.101,0.353,3,0.276,saludable
0.128,0.217,0.872,0.664,0.159,0.444,2,0.370,en_observacion
0.164,0.269,0.836,0.413,0.151,0.336,1,0.170,en_observacion
0.393,0.149,0.607,0.427,0.173,0.338,3,0.191,saludable
0.372,0.054,0.628,0.395,0.114,0.338,3,0.159,saludable
0.203,0.120,0.797,0.535,0.170,0.598,3,0.075,saludable
0.532,0.085,0.468,0.260,0.166,0.546,3,0.369,saludable
-0.308,0.716,1.308,0.925,0.320,0.559,1,0.232,en_riesgo
0.373,0.208,0.627,0.313,0.142,0.432,3,0.517,saludable
0.527,0.210,0.473,0.349,0.071,0.366,2,0.079,saludable
-0.052,0.454,1.052,0.796,0.207,0.285,1,0.132,en_riesgo
0.424,0.004,0.576,0.275,0.126,0.444,3,0.376,saludable
0.386,0.116,0.614,0.445,0.137,0.236,2,0.462,saludable
0.118,0.242,0.882,0.611,0.228,0.770,2,0.194,en_observacion
-0.022,0.522,1.022,0.564,0.217,0.613,0,0.125,en_riesgo
0.044,0.158,0.956,0.593,0.190,0.177,2,0.166,en_observacion
0.478,0.125,0.522,0.370,0.113,0.682,3,0.441,saludable
0.210,0.088,0.790,0.600,0.145,0.873,2,0.267,saludable
-0.124,0.789,1.124,0.693,0.210,0.692,0,0.076,en_riesgo
0.066,0.185,0.934,0.553,0.316,0.399,1,0.552,en_riesgo
0.239,0.328,0.761,0.443,0.316,0.340,1,0.300,en_observacion
-0.178,0.768,1.178,0.587,0.151,0.676,1,0.074,en_riesgo
0.475,0.230,0.525,0.390,0.092,0.331,3,0.153,saludable
0.136,0.181,0.864,0.631,0.177,0.314,2,0.287,en_observacion
0.309,0.096,0.691,0.335,0.296,0.610,3,0.059,saludable
0.230,0.054,0.770,0.615,0.094,0.193,2,0.081,saludable
-0.267,0.729,1.267,0.983,0.245,0.319,1,0.346,en_riesgo
0.519,0.214,0.481,0.291,0.156,0.598,3,0.220,saludable
0.137,0.355,0.863,0.494,0.333,0.257,2,0.235,en_observacion
0.326,0.227,0.674,0.389,0.240,0.159,3,0.236,saludable
0.003,0.219,0.997,0.714,0.230,0.098,1,0.402,en_riesgo
0.447,0.158,0.553,0.435,0.111,0.508,2,0.250,saludable
-0.321,0.593,1.321,0.891,0.170,0.426,1,0.467,en_riesgo
0.193,0.245,0.807,0.479,0.262,0.503,2,0.176,en_observacion
0.146,0.354,0.854,0.537,0.236,0.576,2,0.107,en_observacion
0.535,0.024,0.465,0.262,0.095,0.556,2,0.234,saludable
0.491,0.166,0.509,0.237,0.191,0.794,3,0.357,saludable
0.345,0.131,0.655,0.338,0.253,0.414,3,0.235,saludable
-0.306,0.365,1.306,0.948,0.311,0.337,1,0.134,en_riesgo
0.237,0.036,0.763,0.521,0.205,0.276,2,0.288,saludable
0.361,0.166,0.639,0.399,0.115,0.223,3,0.198,saludable
0.211,0.395,0.789,0.614,0.143,0.383,2,0.113,en_observacion
0.316,0.118,0.684,0.501,0.100,0.428,3,0.237,saludable
0.193,0.417,0.807,0.503,0.181,0.228,2,0.175,en_riesgo
-0.362,0.728,1.362,0.948,0.332,0.229,0,0.137,en_riesgo
0.308,0.080,0.692,0.496,0.073,0.656,2,0.334,saludable
-0.410,0.360,1.410,0.952,0.295,0.727,0,0.202,en_riesgo
0.241,0.171,0.759,0.468,0.169,0.700,3,0.224,saludable
-0.039,0.375,1.039,0.525,0.357,0.292,0,0.081,en_riesgo
0.426,0.234,0.574,0.300,0.069,0.445,3,0.353,saludable
-0.402,0.392,1.402,1.077,0.273,0.379,0,0.205,en_riesgo
0.149,0.354,0.851,0.644,0.181,0.376,1,0.142,en_riesgo
0.146,0.187,0.854,0.517,0.303,0.266,1,0.343,saludable
0.010,0.222,0.990,0.692,0.127,0.522,2,0.146,en_riesgo
0.297,0.135,0.703,0.450,0.080,0.082,2,0.118,saludable
-0.342,0.380,1.342,0.975,0.161,0.299,0,0.417,en_riesgo
-0.149,0.720,1.149,0.605,0.183,0.524,0,0.134,en_riesgo
0.398,0.232,0.602,0.462,0.076,0.520,2,0.150,saludable
-0.337,0.657,1.337,1.007,0.185,0.027,0,0.118,en_riesgo
0.053,0.417,0.947,0.732,0.099,0.609,1,0.095,en_riesgo
0.381,0.243,0.619,0.397,0.147,0.619,3,0.057,saludable
0.303,0.104,0.697,0.319,0.070,0.435,3,0.255,saludable
-0.156,0.750,1.156,0.705,0.336,0.798,0,0.221,en_riesgo
0.312,0.023,0.688,0.451,0.177,0.107,3,0.088,saludable
0.041,0.303,0.959,0.498,0.100,0.609,1,0.323,en_riesgo
0.057,0.318,0.943,0.662,0.178,0.457,1,0.070,en_riesgo
0.050,0.592,0.950,0.538,0.202,0.216,0,0.326,en_riesgo
-0.206,0.573,1.206,0.937,0.269,0.335,1,0.499,en_riesgo
0.256,0.087,0.744,0.477,0.132,0.483,3,0.142,saludable
0.455,0.013,0.545,0.364,0.137,0.441,3,0.212,saludable
0.225,0.171,0.775,0.429,0.257,0.184,2,0.286,saludable
0.306,0.103,0.694,0.494,0.139,0.415,3,0.322,saludable
-0.295,0.745,1.295,0.969,0.200,0.364,0,0.226,en_riesgo
0.375,0.133,0.625,0.343,0.086,0.171,3,0.367,saludable
0.235,0.058,0.765,0.383,0.279,0.098,3,0.244,saludable
-0.214,0.531,1.214,0.945,0.192,0.732,1,0.443,en_riesgo
0.048,0.718,0.952,0.748,0.178,0.171,0,0.127,en_riesgo
0.174,0.324,0.826,0.474,0.284,0.320,1,0.211,en_observacion
0.094,0.364,0.906,0.631,0.234,0.585,2,0.046,en_riesgo
0.200,0.151,0.800,0.505,0.280,0.721,1,0.360,en_observacion
0.243,0.164,0.757,0.537,0.109,0.514,1,0.408,en_observacion
0.467,0.214,0.533,0.329,0.095,0.202,3,0.275,saludable
0.029,0.366,0.971,0.730,0.229,0.573,2,0.142,en_riesgo
0.141,0.196,0.859,0.434,0.268,0.421,2,0.412,en_observacion
0.201,0.182,0.799,0.562,0.144,0.251,3,0.061,saludable
-0.274,0.546,1.274,0.597,0.490,0.515,1,0.310,en_riesgo
-0.239,0.732,1.239,0.822,0.192,0.124,1,0.437,en_riesgo
-0.168,0.568,1.168,0.912,0.205,0.347,0,0.086,en_riesgo
0.441,0.076,0.559,0.342,0.129,0.454,2,0.363,saludable
0.114,0.405,0.886,0.454,0.283,0.556,2,0.238,en_riesgo
-0.356,0.761,1.356,0.844,0.172,0.528,1,0.434,en_riesgo
-0.271,0.627,1.271,0.667,0.140,0.339,0,0.139,en_riesgo
0.023,0.678,0.977,0.634,0.317,0.569,0,0.598,en_riesgo
-0.072,0.785,1.072,0.595,0.249,0.333,0,0.471,en_riesgo
0.009,0.798,0.991,0.556,0.391,0.516,1,0.309,en_riesgo
0.235,0.401,0.765,0.580,0.176,0.077,1,0.128,en_observacion
0.432,0.105,0.568,0.303,0.107,0.505,3,0.112,saludable
-0.045,0.669,1.045,0.717,0.164,0.110,0,0.071,en_riesgo
0.300,0.184,0.700,0.356,0.285,0.424,3,0.518,saludable
0.545,0.223,0.455,0.210,0.055,0.576,3,0.315,saludable
-0.006,0.684,1.006,0.474,0.203,0.149,0,0.174,en_riesgo
0.240,0.450,0.760,0.418,0.223,0.067,1,0.513,en_observacion
0.483,0.038,0.517,0.321,0.100,0.640,3,0.418,saludable
0.549,0.013,0.451,0.350,0.063,0.145,3,0.123,saludable
0.077,0.229,0.923,0.493,0.142,0.327,1,0.095,en_riesgo
-0.203,0.654,1.203,0.606,0.266,0.252,1,0.226,en_riesgo
0.029,0.408,0.971,0.743,0.126,0.080,0,0.308,en_riesgo
0.405,0.017,0.595,0.356,0.083,0.421,3,0.209,saludable
0.332,0.048,0.668,0.450,0.077,0.362,3,0.195,saludable
0.506,0.065,0.494,0.380,0.111,0.571,3,0.109,saludable
0.292,0.154,0.708,0.396,0.301,0.448,2,0.344,en_observacion
0.470,0.159,0.530,0.307,0.100,0.351,3,0.247,saludable
-0.225,0.697,1.225,0.795,0.386,0.867,0,0.367,en_riesgo
0.247,0.198,0.753,0.416,0.101,0.444,1,0.158,en_observacion
-0.190,0.411,1.190,0.925,0.130,0.071,0,0.113,en_riesgo
0.015,0.667,0.985,0.676,0.124,0.251,0,0.499,en_riesgo
-0.422,0.766,1.422,0.670,0.555,0.185,0,0.242,en_riesgo
-0.417,0.564,1.417,0.798,0.270,0.340,0,0.518,en_riesgo
0.037,0.268,0.963,0.495,0.164,0.691,2,0.109,en_riesgo
0.034,0.214,0.966,0.626,0.191,0.300,2,0.272,en_observacion
0.379,0.080,0.621,0.346,0.199,0.234,2,0.166,saludable
0.235,0.237,0.765,0.450,0.303,0.474,1,0.240,en_observacion
0.263,0.055,0.737,0.341,0.313,0.738,3,0.466,saludable
0.092,0.440,0.908,0.574,0.113,0.255,2,0.339,en_riesgo
0.432,0.012,0.568,0.389,0.064,0.799,3,0.237,saludable
-0.297,0.430,1.297,1.018,0.163,0.475,1,0.150,en_riesgo
0.424,0.177,0.576,0.402,0.097,0.381,3,0.224,saludable
0.116,0.165,0.884,0.461,0.355,0.551,2,0.292,en_observacion
0.091,0.326,0.909,0.432,0.231,0.626,2,0.243,en_riesgo
0.544,0.214,0.456,0.261,0.069,0.194,3,0.486,saludable
0.214,0.250,0.786,0.382,0.342,0.585,2,0.268,en_observacion
0.012,0.730,0.988,0.756,0.229,0.360,0,0.151,en_riesgo
-0.175,0.369,1.175,0.937,0.159,0.593,0,0.160,en_riesgo
-0.065,0.793,1.065,0.841,0.126,0.493,0,0.163,en_riesgo
0.509,0.089,0.491,0.389,0.066,0.462,2,0.141,saludable
0.148,0.356,0.852,0.495,0.102,0.139,1,0.315,en_riesgo
0.240,0.180,0.760,0.524,0.209,0.151,1,0.054,en_observacion
0.046,0.171,0.954,0.641,0.200,0.699,2,0.505,en_riesgo
-0.114,0.740,1.114,0.522,0.273,0.396,0,0.404,en_riesgo
0.146,0.313,0.854,0.586,0.233,0.247,2,0.165,en_observacion
0.079,0.295,0.921,0.635,0.220,0.303,1,0.484,en_riesgo
-0.382,0.628,1.382,1.090,0.225,0.557,1,0.210,en_riesgo
-0.363,0.774,1.363,0.983,0.230,0.683,0,0.194,en_riesgo
0.097,0.224,0.903,0.550,0.352,0.402,2,0.112,en_observacion
0.234,0.277,0.766,0.592,0.107,0.265,1,0.288,en_observacion
0.253,0.173,0.747,0.356,0.278,0.210,3,0.265,saludable
0.511,0.209,0.489,0.312,0.138,0.352,2,0.262,saludable
0.230,0.170,0.770,0.427,0.324,0.526,1,0.317,en_observacion
0.382,0.095,0.618,0.369,0.229,0.637,3,0.041,saludable
0.338,0.200,0.662,0.319,0.118,0.323,3,0.269,saludable
-0.395,0.460,1.395,1.063,0.256,0.324,1,0.369,en_riesgo
0.210,0.070,0.790,0.361,0.168,0.401,3,0.094,saludable
0.473,0.115,0.527,0.291,0.215,0.365,3,0.413,saludable
0.035,0.523,0.965,0.617,0.304,0.435,0,0.505,en_riesgo
-0.242,0.669,1.242,0.729,0.130,0.612,0,0.326,en_riesgo
0.123,0.384,0.877,0.644,0.182,0.109,1,0.297,en_riesgo
0.034,0.379,0.966,0.442,0.394,0.280,1,0.248,en_riesgo
-0.187,0.382,1.187,0.600,0.407,0.573,0,0.409,en_riesgo
-0.311,0.451,1.311,0.614,0.469,0.212,1,0.089,en_riesgo
0.169,0.175,0.831,0.608,0.216,0.350,1,0.489,en_observacion
-0.398,0.681,1.398,0.757,0.615,0.412,0,0.514,en_riesgo
0.546,0.156,0.454,0.341,0.064,0.330,2,0.073,saludable
-0.372,0.352,1.372,1.095,0.220,0.148,0,0.245,en_riesgo
0.420,0.221,0.580,0.283,0.158,0.618,3,0.225,saludable
-0.282,0.499,1.282,0.948,0.239,0.663,1,0.165,en_riesgo
0.053,0.258,0.947,0.527,0.317,0.554,1,0.179,en_riesgo
0.239,0.160,0.761,0.440,0.210,0.853,1,0.612,en_observacion
0.235,0.124,0.765,0.465,0.135,0.579,3,0.395,saludable
-0.388,0.573,1.388,0.922,0.339,0.160,0,0.037,en_riesgo
0.232,0.072,0.768,0.393,0.105,0.135,3,0.182,saludable
0.479,0.092,0.521,0.351,0.112,0.628,3,0.463,saludable
-0.373,0.796,1.373,0.769,0.315,0.427,1,0.261,en_riesgo
0.343,0.187,0.657,0.475,0.074,0.495,3,0.225,saludable
0.114,0.268,0.886,0.688,0.162,0.359,1,0.262,en_observacion
0.033,0.277,0.967,0.669,0.254,0.512,1,0.350,en_riesgo
0.088,0.275,0.912,0.725,0.137,0.141,1,0.202,en_riesgo
0.381,0.248,0.619,0.311,0.093,0.149,2,0.328,saludable
0.235,0.138,0.765,0.368,0.105,0.421,2,0.587,saludable
0.458,0.200,0.542,0.389,0.142,0.357,3,0.202,saludable
0.185,0.249,0.815,0.479,0.255,0.515,2,0.513,en_observacion
0.201,0.232,0.799,0.416,0.356,0.307,3,0.188,saludable
-0.350,0.766,1.350,1.022,0.233,0.094,0,0.425,en_riesgo
0.223,0.200,0.777,0.371,0.273,0.286,1,0.500,en_observacion
-0.283,0.622,1.283,0.706,0.298,0.341,0,0.318,en_riesgo
0.274,0.029,0.726,0.358,0.141,0.623,2,0.127,saludable
0.026,0.428,0.974,0.512,0.259,0.553,2,0.549,en_riesgo
0.189,0.163,0.811,0.505,0.220,0.558,2,0.130,en_observacion
0.269,0.216,0.731,0.505,0.074,0.217,2,0.150,saludable
0.249,0.323,0.751,0.504,0.232,0.538,1,0.268,en_observacion
0.208,0.443,0.792,0.429,0.302,0.640,2,0.323,en_riesgo
-0.408,0.780,1.408,0.766,0.585,0.210,0,0.216,en_riesgo
0.100,0.281,0.900,0.426,0.388,0.346,1,0.174,en_riesgo
-0.322,0.739,1.322,0.768,0.404,0.663,0,0.466,en_riesgo
0.022,0.384,0.978,0.529,0.222,0.744,2,0.298,en_riesgo
0.019,0.411,0.981,0.745,0.139,0.109,1,0.215,en_riesgo
-0.443,0.715,1.443,1.043,0.310,0.576,0,0.097,en_riesgo
-0.339,0.552,1.339,0.675,0.225,0.617,0,0.068,en_riesgo
0.224,0.112,0.776,0.504,0.148,0.540,3,0.386,saludable
0.500,0.088,0.500,0.358,0.097,0.589,2,0.207,saludable
0.026,0.443,0.974,0.687,0.206,0.761,2,0.408,en_riesgo
0.035,0.785,0.965,0.600,0.177,0.375,0,0.517,en_riesgo
0.044,0.471,0.956,0.589,0.350,0.636,0,0.134,en_riesgo
-0.212,0.417,1.212,0.593,0.532,0.650,1,0.483,en_riesgo
0.370,0.244,0.630,0.335,0.180,0.241,3,0.071,saludable
0.401,0.059,0.599,0.427,0.120,0.188,3,0.186,saludable
-0.242,0.359,1.242,0.603,0.359,0.304,1,0.148,en_riesgo
0.390,0.061,0.610,0.405,0.152,0.335,3,0.172,saludable
0.307,0.053,0.693,0.319,0.221,0.087,2,0.213,saludable
0.011,0.581,0.989,0.456,0.211,0.607,0,0.020,en_riesgo
0.016,0.614,0.984,0.572,0.270,0.257,0,0.278,en_riesgo
0.220,0.167,0.780,0.400,0.170,0.245,2,0.619,en_observacion
0.434,0.237,0.566,0.317,0.132,0.343,3,0.154,saludable
-0.014,0.680,1.014,0.550,0.294,0.431,0,0.278,en_riesgo
0.524,0.102,0.476,0.375,0.079,0.318,3,0.127,saludable
-0.311,0.500,1.311,0.883,0.411,0.456,0,0.112,en_riesgo
0.064,0.178,0.936,0.732,0.191,0.532,2,0.240,en_observacion
-0.197,0.624,1.197,0.714,0.200,0.539,1,0.320,en_riesgo
0.493,0.202,0.507,0.341,0.124,0.377,3,0.247,saludable
0.090,0.446,0.910,0.554,0.332,0.576,1,0.077,en_riesgo
0.281,0.041,0.719,0.420,0.114,0.590,2,0.333,saludable
0.371,0.242,0.629,0.387,0.239,0.448,3,0.331,saludable
-0.244,0.450,1.244,0.700,0.366,0.444,1,0.099,en_riesgo
-0.197,0.412,1.197,0.734,0.133,0.449,0,0.671,en_riesgo
0.515,0.151,0.485,0.376,0.099,0.244,3,0.695,saludable
0.279,0.212,0.721,0.349,0.168,0.716,3,0.188,en_observacion
-0.339,0.466,1.339,0.882,0.338,0.423,0,0.389,en_riesgo
0.339,0.084,0.661,0.418,0.113,0.507,3,0.046,saludable
-0.215,0.746,1.215,0.785,0.288,0.349,0,0.282,en_riesgo
0.142,0.403,0.858,0.562,0.295,0.403,2,0.147,en_observacion
-0.105,0.360,1.105,0.573,0.129,0.696,0,0.026,en_riesgo
0.212,0.188,0.788,0.525,0.119,0.384,2,0.150,en_observacion
0.150,0.380,0.850,0.609,0.129,0.580,1,0.290,en_riesgo
0.128,0.172,0.872,0.557,0.182,0.380,2,0.378,en_observacion
0.151,0.410,0.849,0.513,0.286,0.173,1,0.403,en_observacion
0.543,0.119,0.457,0.260,0.163,0.652,3,0.360,saludable
0.504,0.195,0.496,0.275,0.077,0.547,3,0.311,saludable
0.038,0.166,0.962,0.727,0.206,0.648,1,0.244,en_observacion
0.007,0.329,0.993,0.508,0.165,0.686,2,0.393,en_riesgo
-0.353,0.396,1.353,0.842,0.239,0.860,0,0.095,en_riesgo
0.376,0.204,0.624,0.387,0.190,0.061,3,0.262,saludable
0.308,0.213,0.692,0.508,0.160,0.467,2,0.276,saludable
-0.156,0.478,1.156,0.618,0.120,0.158,1,0.143,en_riesgo
0.242,0.183,0.758,0.593,0.114,0.233,1,0.136,en_observacion
-0.198,0.752,1.198,0.815,0.360,0.299,0,0.104,en_riesgo
0.161,0.246,0.839,0.545,0.292,0.082,2,0.335,en_observacion
0.139,0.308,0.861,0.630,0.208,0.422,2,0.176,en_observacion
0.258,0.178,0.742,0.418,0.212,0.699,2,0.210,saludable
0.022,0.700,0.978,0.614,0.330,0.724,0,0.158,en_riesgo
0.529,0.002,0.471,0.287,0.053,0.318,3,0.257,saludable
-0.444,0.598,1.444,1.023,0.353,0.812,0,0.304,en_riesgo
-0.409,0.424,1.409,1.104,0.249,0.573,0,0.200,en_riesgo
-0.417,0.508,1.417,0.734,0.590,0.369,1,0.026,en_riesgo
0.239,0.155,0.761,0.577,0.091,0.664,3,0.318,saludable
0.485,0.189,0.515,0.271,0.135,0.371,3,0.163,saludable
0.376,0.133,0.624,0.490,0.080,0.517,2,0.265,saludable
0.116,0.378,0.884,0.459,0.338,0.492,1,0.052,en_riesgo
-0.440,0.593,1.440,1.047,0.192,0.714,0,0.539,en_riesgo
0.218,0.057,0.782,0.507,0.118,0.579,2,0.369,saludable
-0.033,0.387,1.033,0.547,0.277,0.541,0,0.330,en_riesgo
0.509,0.167,0.491,0.388,0.070,0.665,2,0.070,saludable
0.083,0.432,0.917,0.696,0.149,0.115,1,0.165,en_riesgo
0.529,0.230,0.471,0.318,0.067,0.678,3,0.193,saludable
0.102,0.418,0.898,0.696,0.134,0.230,1,0.309,en_riesgo
-0.110,0.555,1.110,0.858,0.128,0.123,0,0.345,en_riesgo
0.029,0.414,0.971,0.512,0.237,0.515,1,0.081,en_riesgo
-0.012,0.725,1.012,0.604,0.243,0.720,0,0.163,en_riesgo
0.178,0.443,0.822,0.402,0.324,0.126,2,0.328,en_observacion
0.067,0.162,0.933,0.640,0.139,0.832,1,0.252,en_riesgo
0.521,0.073,0.479,0.349,0.123,0.399,3,0.405,saludable
0.032,0.431,0.968,0.744,0.129,0.236,1,0.509,en_riesgo
0.549,0.059,0.451,0.309,0.059,0.147,2,0.178,saludable
-0.256,0.758,1.256,0.580,0.158,0.261,0,0.483,en_riesgo
0.451,0.113,0.549,0.375,0.136,0.428,2,0.259,saludable
-0.414,0.422,1.414,0.696,0.535,0.631,0,0.110,en_riesgo
0.055,0.266,0.945,0.539,0.187,0.566,1,0.148,en_riesgo
-0.151,0.737,1.151,0.748,0.205,0.391,0,0.359,en_riesgo
0.517,0.083,0.483,0.335,0.106,0.787,3,0.058,saludable
0.007,0.378,0.993,0.678,0.295,0.144,2,0.310,en_riesgo
0.018,0.792,0.982,0.754,0.167,0.312,1,0.306,en_riesgo
0.378,0.207,0.622,0.328,0.136,0.580,3,0.142,saludable
0.080,0.430,0.920,0.668,0.166,0.421,2,0.358,en_riesgo
-0.388,0.656,1.388,0.953,0.234,0.165,0,0.604,en_riesgo
0.015,0.727,0.985,0.737,0.206,0.721,0,0.283,en_riesgo
-0.119,0.655,1.119,0.704,0.378,0.245,0,0.263,en_riesgo
0.384,0.070,0.616,0.415,0.119,0.503,2,0.342,saludable
0.091,0.176,0.909,0.497,0.369,0.499,2,0.186,en_observacion
0.084,0.340,0.916,0.656,0.222,0.524,1,0.275,en_observacion
-0.033,0.368,1.033,0.684,0.207,0.422,0,0.159,en_riesgo
-0.398,0.659,1.398,0.767,0.299,0.341,0,0.280,en_riesgo
0.251,0.030,0.749,0.396,0.168,0.411,3,0.332,saludable
0.120,0.410,0.880,0.640,0.210,0.516,1,0.241,en_riesgo
0.147,0.298,0.853,0.502,0.256,0.252,2,0.311,en_observacion
-0.252,0.795,1.252,0.752,0.379,0.104,1,0.364,en_riesgo
-0.320,0.694,1.320,1.038,0.193,0.365,0,0.046,en_riesgo
0.207,0.379,0.793,0.558,0.171,0.640,2,0.271,en_observacion
0.281,0.246,0.719,0.521,0.148,0.211,2,0.385,en_observacion
0.058,0.160,0.942,0.631,0.299,0.333,1,0.426,en_observacion
0.215,0.091,0.785,0.456,0.113,0.135,3,0.493,saludable
-0.360,0.359,1.360,1.006,0.254,0.125,0,0.188,en_riesgo
-0.228,0.641,1.228,0.822,0.240,0.549,1,0.354,en_riesgo
0.034,0.380,0.966,0.594,0.220,0.272,2,0.260,en_riesgo
0.141,0.210,0.859,0.632,0.127,0.775,2,0.170,en_observacion
0.011,0.301,0.989,0.709,0.147,0.032,2,0.404,en_riesgo
0.368,0.201,0.632,0.406,0.195,0.825,3,0.336,saludable
0.290,0.070,0.710,0.407,0.171,0.457,3,0.548,saludable
-0.028,0.682,1.028,0.708,0.247,0.367,1,0.217,en_riesgo
-0.411,0.603,1.411,0.670,0.272,0.530,0,0.255,en_riesgo
-0.036,0.573,1.036,0.659,0.168,0.239,1,0.056,en_riesgo
0.550,0.002,0.450,0.286,0.103,0.276,2,0.615,saludable
-0.113,0.551,1.113,0.720,0.212,0.490,0,0.192,en_riesgo
-0.439,0.556,1.439,0.795,0.188,0.434,0,0.261,en_riesgo
0.210,0.007,0.790,0.531,0.145,0.575,3,0.178,saludable
-0.317,0.447,1.317,0.697,0.447,0.424,0,0.102,en_riesgo
-0.269,0.647,1.269,0.801,0.189,0.091,1,0.299,en_riesgo
0.231,0.291,0.769,0.559,0.175,0.369,1,0.259,en_observacion
-0.293,0.653,1.293,0.920,0.293,0.599,0,0.428,en_riesgo
-0.328,0.502,1.328,1.039,0.267,0.578,1,0.238,en_riesgo
-0.357,0.502,1.357,0.667,0.211,0.073,1,0.509,en_riesgo
0.265,0.082,0.735,0.357,0.203,0.587,3,0.168,saludable
0.269,0.112,0.731,0.478,0.144,0.601,3,0.409,saludable
0.516,0.043,0.484,0.255,0.182,0.237,3,0.293,saludable
-0.215,0.573,1.215,0.692,0.149,0.593,0,0.270,en_riesgo
0.101,0.403,0.899,0.664,0.213,0.590,2,0.241,en_riesgo
0.210,0.257,0.790,0.495,0.185,0.508,2,0.230,en_observacion
0.226,0.157,0.774,0.531,0.206,0.643,2,0.515,saludable
0.046,0.706,0.954,0.431,0.378,0.183,0,0.344,en_riesgo
0.078,0.426,0.922,0.419,0.358,0.069,1,0.080,en_riesgo
-0.270,0.553,1.270,0.662,0.459,0.738,0,0.181,en_riesgo
0.233,0.283,0.767,0.477,0.129,0.285,1,0.217,en_observacion
0.137,0.285,0.863,0.642,0.139,0.669,1,0.193,en_riesgo
0.150,0.199,0.850,0.635,0.209,0.548,2,0.073,en_observacion
-0.330,0.455,1.330,0.788,0.157,0.277,1,0.358,en_riesgo
-0.337,0.417,1.337,0.613,0.176,0.361,0,0.389,en_riesgo
0.423,0.042,0.577,0.332,0.076,0.838,3,0.345,saludable
-0.293,0.585,1.293,0.908,0.159,0.268,0,0.348,en_riesgo
0.194,0.434,0.806,0.610,0.170,0.517,1,0.179,en_riesgo
0.455,0.090,0.545,0.245,0.197,0.593,3,0.222,saludable
-0.258,0.453,1.258,0.944,0.257,0.422,0,0.078,en_riesgo
0.524,0.078,0.476,0.350,0.066,0.178,2,0.428,saludable
-0.154,0.625,1.154,0.642,0.288,0.304,0,0.157,en_riesgo
0.468,0.065,0.532,0.411,0.065,0.669,2,0.186,saludable
0.015,0.267,0.985,0.694,0.150,0.819,2,0.072,en_riesgo
0.298,0.091,0.702,0.530,0.107,0.425,3,0.161,saludable
0.043,0.733,0.957,0.685,0.188,0.130,1,0.416,en_riesgo
0.489,0.011,0.511,0.273,0.064,0.145,2,0.395,saludable
-0.136,0.782,1.136,0.553,0.176,0.333,0,0.158,en_riesgo
-0.189,0.491,1.189,0.588,0.247,0.337,0,0.339,en_riesgo
-0.015,0.763,1.015,0.644,0.176,0.520,0,0.376,en_riesgo
0.238,0.033,0.762,0.362,0.140,0.161,3,0.433,saludable
0.175,0.437,0.825,0.638,0.159,0.438,2,0.228,en_riesgo
0.115,0.411,0.885,0.496,0.299,0.440,1,0.083,en_riesgo
